record_id,user_id,transaction_date,region,product_category,sale_amount,city,age,subscription,email,username,status,price,store_id,raw_timestamp
210,U0101,24-04-2023,West,Books,948.71,San Francisco,54,Premium,user164@example.com,user_299,Active,130.79,S006,27-03-2023 16:02
211,U0104,14-07-2023,West,Clothing,270.82,Seattle,55,Basic,user192@example.com,user_109,Active,425.13,S011,23-02-2023 16:43
212,U0096,20-12-2023,South,Electronics,721.09,Portland,69,Free,user45@example.com,user_37,,56.62,S013,08-06-2023 07:03
213,U0114,17-12-2023,East,Food,182.6,Seattle,46,Premium,user262@example.com,user_143,Pending,339.43,S001,24-11-2023 19:28
214,U0071,16-09-2023,West,Electronics,870.59,Los Angeles,40,Premium,user141@example.com,user_226,Active,25.05,S023,24-08-2023 22:54
215,U0047,10-09-2023,West,Sports,1229.92,Tucson,,Premium,user198@example.com,user_224,Active,489.88,S029,06-06-2023 01:17
216,U0076,09-09-2023,West,Food,324.25,Seattle,44,Free,user224@example.com,user_246,Active,271.5,S012,13-07-2023 08:06
217,U0061,10-09-2023,West,Clothing,1499.77,Seattle,68,Basic,user213@example.com,user_47,Active,,S027,09-06-2023 21:27
218,U0101,13-12-2023,North,Electronics,1977.21,Denver,46,Premium,user193@example.com,user_99,Inactive,285.08,S019,13-12-2023 01:12
219,U0114,09-02-2023,South,Sports,681.38,Los Angeles,18,Premium,user223@example.com,user_54,Active,310.2,S024,19-12-2023 21:19
220,U0084,14-01-2023,West,Food,1260.38,Los Angeles,29,Free,user157@example.com,user_224,Active,246.45,S028,12-02-2023 01:57
221,U0041,25-05-2023,West,Sports,1239.23,Seattle,28,Free,user134@example.com,user_119,Active,328.62,S001,17-02-2023 17:12
222,U0143,18-08-2023,North,Electronics,478.36,Phoenix,66,Premium,user153@example.com,user_243,Inactive,447.57,S013,07-06-2023 18:20
223,U0107,16-09-2023,West,Clothing,1762.47,San Francisco,58,Free,user116@example.com,user_187,Inactive,125.14,S016,07-09-2023 00:03
224,U0119,23-01-2023,North,Electronics,1658.59,San Francisco,43,Basic,user270@example.com,user_154,Active,47.88,S020,22-03-2023 22:12
225,U0101,08-03-2023,West,Sports,87.65,San Francisco,48,Premium,user91@example.com,user_8,Active,335.18,S008,02-08-2023 06:47
226,U0034,13-01-2023,West,Electronics,744.36,Seattle,48,Free,user16@example.com,user_93,Active,469.9,S023,17-07-2023 11:46
227,U0034,28-10-2023,West,Clothing,,San Francisco,26,Free,,user_72,Active,78.18,S023,26-03-2023 08:24
228,U0011,07-07-2023,North,Sports,1904.92,San Francisco,39,Premium,user86@example.com,user_143,,158.96,S022,28-08-2023 14:03
229,U0047,18-01-2023,East,Electronics,1536.77,Los Angeles,61,Free,user125@example.com,user_187,Inactive,119.66,S005,26-03-2023 00:44
230,U0041,25-05-2023,West,Sports,1239.23,Seattle,28,Free,user134@example.com,user_119,Active,328.62,S001,17-02-2023 17:12
231,U0009,06-07-2023,East,Electronics,508.54,San Francisco,27,Basic,,user_167,Active,242.56,S022,06-10-2023 13:14
232,U0039,02-05-2023,East,Sports,590.34,Seattle,16,Free,user232@example.com,user_211,Pending,491.07,S003,04-02-2023 02:28
233,U0090,21-02-2023,West,Clothing,1181.13,Los Angeles,32,Basic,user145@example.com,user_108,Inactive,51.8,S003,12-02-2023 11:35
234,U0063,03-05-2023,West,Food,1780.06,Seattle,64,Premium,user110@example.com,user_229,Pending,407.22,S019,11-11-2023 00:41
235,U0098,24-10-2023,West,Food,347.9,San Francisco,34,,user177@example.com,user_80,Active,417.93,S015,10-10-2023 04:50
236,U0072,11-10-2023,West,Clothing,919.19,Portland,,Free,user231@example.com,user_201,Inactive,80.11,S005,16-02-2023 08:15
237,U0111,06-10-2023,East,Food,1262.06,Seattle,39,Basic,user103@example.com,user_73,Inactive,54.43,S030,03-02-2023 15:36
238,U0058,18-09-2023,West,Books,1063.29,Seattle,67,Basic,user270@example.com,user_118,Inactive,426.87,S021,26-10-2023 14:24
239,U0058,17-11-2023,West,Books,1659.94,San Francisco,35,Premium,,user_241,Unknown,,S014,02-06-2023 16:24
240,U0020,01-03-2023,South,Food,709.04,Los Angeles,32,Free,user33@example.com,user_126,Active,121.12,S012,22-10-2023 01:36
241,U0076,26-05-2023,West,Books,,Los Angeles,62,Basic,user32@example.com,user_224,Active,,S012,24-05-2023 20:31
242,U0055,21-07-2023,North,Electronics,1965.11,San Francisco,50,Premium,user46@example.com,user_200,Active,5.96,S004,23-11-2023 23:28
243,U0058,18-09-2023,West,Books,1063.29,Seattle,67,Basic,user270@example.com,user_118,Inactive,426.87,S021,26-10-2023 14:24
244,U0018,23-03-2023,East,Books,206.95,Los Angeles,36,Premium,user26@example.com,user_266,Inactive,53.18,S021,10-01-2023 00:40
245,U0115,08-02-2023,North,Electronics,655.88,Seattle,48,Premium,,user_172,Pending,165.36,S012,04-12-2023 01:45
246,U0099,27-04-2023,West,Sports,1096.09,Las Vegas,,Basic,user247@example.com,user_90,Inactive,300.21,S009,12-03-2023 15:32
247,U0080,22-05-2023,West,Books,1770.17,Los Angeles,35,Basic,user266@example.com,user_30,Pending,128.39,S018,17-01-2023 07:11
248,U0113,30-01-2023,East,Books,381.01,Seattle,57,,user59@example.com,user_71,Active,379.83,S021,06-07-2023 11:55
249,U0044,07-05-2023,West,Clothing,184.39,Seattle,16,Basic,user95@example.com,user_160,,304.54,S015,18-04-2023 08:23
250,U0034,26-04-2023,West,Books,481.13,Los Angeles,28,Premium,user23@example.com,,Active,88.74,S003,13-06-2023 01:58
251,U0003,31-07-2023,South,Sports,1426.26,San Francisco,33,Free,user4@example.com,user_12,Pending,492.65,S018,25-05-2023 20:03
252,U0008,07-04-2023,West,Books,1097.24,Los Angeles,32,Premium,user290@example.com,user_132,,352.68,S011,19-06-2023 11:31
253,U0095,04-09-2023,East,Electronics,1899.49,Denver,59,Premium,,user_53,Inactive,,S025,11-09-2023 06:53
254,U0006,13-08-2023,East,Sports,158.26,San Francisco,20,Basic,user173@example.com,user_43,Active,211.79,S028,20-10-2023 14:16
255,U0106,12-11-2023,East,Electronics,1295.38,Los Angeles,57,Premium,user132@example.com,user_2,Inactive,291.88,S009,19-11-2023 09:12
256,U0055,11-01-2023,West,Electronics,278.1,Los Angeles,27,Premium,user49@example.com,user_23,,423.31,S006,03-12-2023 01:32
257,U0138,18-10-2023,East,Clothing,1522.09,Phoenix,58,Free,user164@example.com,user_42,,340.03,S020,16-10-2023 08:54
258,U0012,27-08-2023,South,Sports,645.62,Portland,16,Premium,user114@example.com,user_294,Pending,444.79,S023,22-09-2023 03:13
259,U0050,18-05-2023,North,Electronics,1272.59,Los Angeles,21,Basic,user214@example.com,user_161,Inactive,12.63,S021,21-09-2023 14:20
260,U0014,08-08-2023,East,Books,1776.66,Tucson,37,Premium,user252@example.com,user_211,Inactive,84.47,S026,26-06-2023 18:24
261,U0058,05-03-2023,East,Electronics,89.43,Los Angeles,33,,user252@example.com,user_49,Unknown,357.11,S021,24-05-2023 03:59
262,U0120,05-11-2023,South,Electronics,313.82,Oakland,70,Basic,user117@example.com,user_74,Inactive,70.89,S017,07-12-2023 19:41
263,U0121,17-02-2023,North,Clothing,1190.96,San Francisco,25,Basic,user77@example.com,user_139,Inactive,44.63,S022,21-08-2023 17:50
264,U0134,06-01-2023,South,Electronics,,Seattle,22,Premium,user275@example.com,user_32,Active,343.7,S013,25-10-2023 07:25
265,U0052,27-12-2023,West,Clothing,1086.44,Los Angeles,64,Basic,user240@example.com,user_57,Active,,S009,24-11-2023 04:52
266,U0070,20-10-2023,West,Food,1459.4,San Francisco,34,Free,user120@example.com,user_141,Active,266.49,S005,07-09-2023 19:52
267,U0058,17-11-2023,West,Books,1659.94,San Francisco,35,Premium,,user_241,Unknown,,S014,02-06-2023 16:24
268,U0135,05-06-2023,South,Sports,1998.23,Los Angeles,29,Premium,user38@example.com,user_135,,113.24,S007,20-08-2023 17:40
269,U0086,21-01-2023,East,Sports,1948.32,San Francisco,24,Premium,user196@example.com,user_277,Active,248.66,S028,08-05-2023 08:56
270,U0045,28-03-2023,East,Sports,524.15,San Francisco,37,Basic,user112@example.com,user_33,,177.73,S003,02-01-2023 13:46
271,U0058,13-04-2023,East,Books,646.14,Seattle,38,Basic,user93@example.com,user_108,Active,392.97,S010,17-09-2023 03:56
272,U0075,05-06-2023,East,Food,740.9,San Francisco,33,Basic,user251@example.com,user_80,,1.27,S025,05-07-2023 05:38
273,U0051,07-05-2023,East,Clothing,1614.03,San Francisco,52,Free,user164@example.com,user_280,Active,37.25,S013,21-04-2023 22:44
274,U0029,24-08-2023,East,Clothing,1765.84,Portland,67,,user139@example.com,user_136,Pending,225.47,S030,21-01-2023 22:17
275,U0113,19-08-2023,West,Sports,101.71,San Francisco,35,Free,user134@example.com,user_113,Inactive,114.35,S016,06-02-2023 21:29
276,U0117,24-10-2023,North,Sports,692.78,Seattle,29,Free,user23@example.com,user_196,Pending,128.42,S028,02-12-2023 05:13
277,U0004,09-10-2023,West,Food,,Los Angeles,48,Basic,user198@example.com,user_43,Active,499.93,S028,18-08-2023 15:22
278,U0034,11-10-2023,West,Sports,1684.9,Los Angeles,66,Free,,user_17,Active,73.34,S005,21-05-2023 11:37
279,U0062,16-04-2023,East,Sports,800.84,Sacramento,51,Basic,user76@example.com,user_236,,168.59,S003,17-08-2023 09:06
280,U0070,15-08-2023,East,Books,299.48,Denver,52,Basic,user31@example.com,user_175,Pending,,S023,28-08-2023 00:39
281,U0092,22-01-2023,East,Sports,,Los Angeles,31,Basic,user166@example.com,user_58,Active,465.67,S001,15-03-2023 20:28
282,U0084,18-09-2023,West,Books,1759.59,San Francisco,47,Free,user8@example.com,user_21,Active,256.26,S017,19-04-2023 20:47
283,U0084,14-01-2023,West,Food,1260.38,Los Angeles,29,Free,user157@example.com,user_224,Active,246.45,S028,12-02-2023 01:57
284,U0117,02-04-2023,West,Electronics,1515.2,Denver,51,Free,user26@example.com,user_287,Inactive,330.45,S029,03-01-2023 23:49
285,U0109,19-02-2023,East,Sports,1730.24,Los Angeles,47,Basic,user277@example.com,user_251,Active,329.92,S011,08-11-2023 23:08
286,U0093,25-09-2023,North,Electronics,1624.2,Seattle,50,Basic,user197@example.com,user_252,Unknown,358.39,S002,08-04-2023 11:38
287,U0045,28-03-2023,East,Sports,524.15,San Francisco,37,Basic,user112@example.com,user_33,,177.73,S003,02-01-2023 13:46
288,U0120,05-07-2023,West,Food,1191.72,Tucson,44,Basic,user76@example.com,user_215,Active,419.65,S019,18-10-2023 12:16
289,U0088,05-08-2023,West,Clothing,,Seattle,32,Premium,user181@example.com,user_135,Inactive,184.5,S011,08-10-2023 18:07
290,U0062,24-05-2023,South,Clothing,1984.4,San Francisco,64,Premium,user174@example.com,user_252,Inactive,194.58,S001,05-03-2023 21:39
291,U0114,01-07-2023,West,Sports,41.46,Los Angeles,25,Premium,user288@example.com,user_16,Unknown,10.19,S027,20-03-2023 21:27
292,U0041,21-05-2023,East,Sports,1851.31,San Francisco,25,Free,user121@example.com,user_299,Active,330.14,S028,22-05-2023 21:45
293,U0121,07-02-2023,North,Food,1851.43,Tucson,31,Basic,user271@example.com,user_237,Active,194.34,S024,11-04-2023 04:32
294,U0124,28-03-2023,West,Electronics,541.37,Seattle,63,Premium,,user_189,,431.66,S008,08-07-2023 01:10
295,U0149,03-03-2023,East,Clothing,624.2,Seattle,66,,user165@example.com,user_62,Inactive,483.86,S018,01-08-2023 03:25
296,U0005,27-09-2023,East,Electronics,1020.32,Los Angeles,36,Premium,,user_222,Active,251.07,S022,03-12-2023 14:03
297,U0087,13-04-2023,West,Electronics,633.68,San Francisco,61,Basic,user201@example.com,,Active,219.22,S008,04-05-2023 09:42
298,U0114,30-04-2023,East,Sports,1338.81,Los Angeles,32,Basic,user133@example.com,user_250,,428.42,S014,08-05-2023 08:14
299,U0084,15-11-2023,South,Sports,982.12,Los Angeles,39,Premium,user100@example.com,user_281,Active,156.69,S020,09-01-2023 08:36
300,U0031,07-12-2023,South,Books,264.72,Los Angeles,39,Basic,user40@example.com,user_19,Active,128.63,S013,04-04-2023 10:32
301,U0022,10-08-2023,North,Sports,552.02,San Francisco,58,Premium,user2@example.com,user_77,Inactive,434.06,S015,04-08-2023 17:43
302,U0126,12-12-2023,North,Food,486.24,San Francisco,70,Premium,user57@example.com,user_275,Pending,36.08,S013,19-04-2023 11:22
303,U0060,11-11-2023,East,Sports,1547.48,San Francisco,62,Free,user50@example.com,user_121,Inactive,301.63,S029,27-02-2023 05:56
304,U0071,28-09-2023,North,Clothing,1032.65,Los Angeles,69,Premium,user202@example.com,,Inactive,287.32,S005,06-08-2023 18:49
305,U0060,27-04-2023,East,Sports,1348.87,Los Angeles,63,Basic,user220@example.com,user_221,,,S006,21-04-2023 00:47
306,U0070,11-05-2023,North,Electronics,1015.16,Sacramento,66,Free,user190@example.com,user_260,Active,133.46,S023,08-06-2023 11:47
307,U0099,27-12-2023,East,Clothing,676.9,San Francisco,24,Basic,user293@example.com,user_100,Active,476.74,S007,19-01-2023 01:46
308,U0050,07-02-2023,West,Sports,,Los Angeles,23,Free,user259@example.com,user_100,Active,461.73,S023,03-06-2023 11:13
309,U0030,07-10-2023,South,Food,1328.18,Sacramento,61,Basic,user37@example.com,user_105,Active,291.62,S022,11-07-2023 14:03
310,U0080,24-11-2023,North,Food,920.12,Los Angeles,36,Basic,user261@example.com,user_118,,418.64,S023,04-01-2023 01:39
311,U0080,21-01-2023,East,Sports,196.97,San Francisco,55,Basic,user26@example.com,user_169,Active,403.06,S019,21-02-2023 17:47
312,U0084,15-11-2023,South,Sports,982.12,Los Angeles,39,Premium,user100@example.com,user_281,Active,156.69,S020,09-01-2023 08:36
313,U0067,09-11-2023,West,Food,965.69,Los Angeles,29,Basic,user179@example.com,user_99,Pending,131.21,S007,04-08-2023 12:35
314,U0002,23-01-2023,North,Sports,1584.43,San Francisco,53,Basic,user123@example.com,user_66,Inactive,32.8,S022,21-10-2023 20:33
315,U0020,10-07-2023,West,Books,174.71,Los Angeles,41,Free,user272@example.com,user_272,,290.56,S005,25-04-2023 17:57
316,U0120,28-02-2023,West,Sports,120.47,San Francisco,35,Premium,user41@example.com,user_71,Pending,85.61,S023,13-08-2023 04:53
317,U0090,28-01-2023,West,Clothing,598.69,Los Angeles,30,Basic,user221@example.com,user_173,Pending,406.17,S016,13-01-2023 01:28
318,U0061,29-01-2023,West,Sports,1947.98,Seattle,33,Basic,user33@example.com,user_292,Pending,14.48,S017,04-03-2023 12:21
319,U0087,09-05-2023,East,Sports,1001.52,San Francisco,64,Premium,user39@example.com,user_161,Inactive,491,S015,15-10-2023 11:38
320,U0011,24-01-2023,West,Food,430.91,Tucson,56,,user258@example.com,user_68,,415.39,S004,19-10-2023 06:07
321,U0028,10-07-2023,West,Clothing,919.36,Los Angeles,68,Premium,user231@example.com,user_51,Active,403.24,S028,04-10-2023 10:23
322,U0049,15-06-2023,West,Food,177.53,Los Angeles,43,Basic,user95@example.com,user_197,Active,464.46,S014,19-04-2023 15:16
323,U0048,08-11-2023,West,Books,1672.77,Los Angeles,48,Basic,user298@example.com,user_269,Inactive,,S003,18-03-2023 23:55
324,U0082,16-10-2023,East,Books,660.45,Seattle,47,Free,user207@example.com,user_265,Inactive,127.34,S029,06-03-2023 11:13
325,U0029,04-03-2023,North,Food,373.99,San Francisco,37,Premium,user263@example.com,user_203,Inactive,488.24,S005,09-02-2023 07:50
326,U0052,29-11-2023,West,Food,1782.75,Seattle,19,Free,user172@example.com,user_40,Inactive,230.73,S015,03-02-2023 05:46
327,U0041,27-11-2023,North,Sports,1417.51,Seattle,68,Free,,user_1,Active,5.23,S018,12-02-2023 06:49
328,U0058,02-10-2023,North,Clothing,553.59,Seattle,36,,user107@example.com,user_145,,251.95,S011,23-09-2023 07:58
329,U0148,31-01-2023,West,Clothing,978.39,Los Angeles,45,Premium,user92@example.com,user_249,Inactive,330.77,S030,28-11-2023 16:33
330,U0041,15-06-2023,East,Books,241.35,Seattle,26,Free,user248@example.com,user_117,Pending,375.07,S015,07-12-2023 12:17
331,U0136,15-05-2023,West,Books,1328.41,Sacramento,34,Premium,user243@example.com,user_258,Active,400.06,S023,27-10-2023 01:14
332,U0005,02-06-2023,South,Electronics,1931.47,Los Angeles,57,Basic,user251@example.com,user_22,Pending,116.65,S029,02-11-2023 00:08
333,U0001,01-06-2023,East,Books,150.23,Seattle,60,Basic,user261@example.com,user_275,Pending,159.09,S030,14-10-2023 09:51
334,U0097,21-02-2023,West,Clothing,1265.83,Los Angeles,19,Basic,user288@example.com,user_144,Active,428.99,S030,17-09-2023 22:55
335,U0042,19-07-2023,North,Electronics,397.34,Los Angeles,33,Basic,user239@example.com,user_90,Active,233.6,S021,10-05-2023 04:49
336,U0036,04-01-2023,East,Books,917.66,San Francisco,65,,user158@example.com,user_22,Active,488,S024,01-03-2023 20:47
337,U0044,07-05-2023,West,Clothing,184.39,Seattle,16,Basic,user95@example.com,user_160,,304.54,S015,18-04-2023 08:23
338,U0071,18-06-2023,East,Books,345.18,Seattle,44,Free,user231@example.com,user_171,Active,398.93,S030,16-10-2023 08:01
339,U0110,25-10-2023,East,Clothing,1138.06,Sacramento,36,Premium,user38@example.com,user_77,Active,261.16,S016,20-10-2023 19:42
340,U0137,17-04-2023,West,Sports,1950.71,San Francisco,34,Basic,user131@example.com,,Active,420.8,S005,05-04-2023 09:54
341,U0092,04-10-2023,North,Books,1518.34,Los Angeles,63,Premium,user191@example.com,user_45,Inactive,,S018,03-04-2023 17:26
342,U0020,21-01-2023,West,Clothing,1432.8,San Francisco,,Premium,user189@example.com,user_239,Active,,S008,27-12-2023 21:17
343,U0099,22-03-2023,South,Books,464.01,Seattle,37,Basic,user285@example.com,user_220,Inactive,160.21,S024,20-03-2023 04:30
344,U0003,21-01-2023,West,Food,1531.81,Seattle,47,Free,user8@example.com,user_80,Active,14.35,S018,06-11-2023 17:24
345,U0114,26-02-2023,West,Electronics,822.82,Los Angeles,68,Free,user265@example.com,user_216,Active,25.37,S021,06-01-2023 17:22
346,U0030,17-03-2023,North,Food,1112.17,San Francisco,57,,user179@example.com,user_67,Active,456.42,S022,28-04-2023 06:51
347,U0111,06-10-2023,East,Food,1262.06,Seattle,39,Basic,user103@example.com,user_73,Inactive,54.43,S030,03-02-2023 15:36
348,U0075,12-12-2023,West,Sports,48.32,Oakland,70,Free,user119@example.com,user_203,Active,121.41,S027,07-02-2023 16:52
349,U0122,27-06-2023,East,Books,1351.49,Las Vegas,63,Premium,user140@example.com,user_171,Active,128.37,S021,03-08-2023 20:05
350,U0128,05-12-2023,North,Food,1347.79,San Francisco,70,Free,user221@example.com,user_99,,413,S014,06-07-2023 17:02
351,U0129,22-11-2023,East,Food,1385.82,Seattle,31,Premium,user38@example.com,user_283,Inactive,436.69,S013,06-08-2023 12:21
352,U0148,01-06-2023,West,Electronics,1588.27,Seattle,61,Premium,user141@example.com,user_196,Active,499.07,S019,16-11-2023 21:10
353,U0134,08-02-2023,West,Sports,233.98,Seattle,63,,user91@example.com,user_267,Active,165.24,S020,13-04-2023 14:16
354,U0146,19-04-2023,North,Food,,Las Vegas,40,Free,user118@example.com,user_47,Active,258.39,S018,07-07-2023 23:53
355,U0121,04-07-2023,West,Food,1557.22,Los Angeles,37,Basic,user156@example.com,user_116,Pending,409.32,S025,04-10-2023 14:01
356,U0028,23-10-2023,North,Clothing,719.28,San Francisco,65,Premium,,user_83,,395.83,S014,08-10-2023 18:32
357,U0041,25-05-2023,West,Sports,1239.23,Seattle,28,Free,user134@example.com,user_119,Active,328.62,S001,17-02-2023 17:12
358,U0055,06-07-2023,East,Sports,292.76,Seattle,22,Premium,user240@example.com,user_85,Pending,133.48,S015,19-07-2023 06:33
359,U0128,24-03-2023,West,Sports,771.52,Seattle,39,Basic,user165@example.com,user_152,Unknown,38.66,S003,22-02-2023 17:20
360,U0055,19-03-2023,West,Clothing,883.74,Los Angeles,23,Premium,user71@example.com,user_96,Active,281.19,S017,14-02-2023 09:03
361,U0078,04-05-2023,North,Electronics,1623.37,Los Angeles,62,Free,,user_269,,359.4,S007,02-12-2023 19:14
362,U0148,01-06-2023,West,Electronics,1588.27,Seattle,61,Premium,user141@example.com,user_196,Active,499.07,S019,16-11-2023 21:10
363,U0067,09-11-2023,West,Food,965.69,Los Angeles,29,Basic,user179@example.com,user_99,Pending,131.21,S007,04-08-2023 12:35
364,U0137,15-02-2023,East,Food,1288.99,San Francisco,61,Basic,user28@example.com,user_152,,156.72,S001,06-05-2023 15:19
365,U0030,07-10-2023,South,Food,1328.18,Sacramento,61,Basic,user37@example.com,user_105,Active,291.62,S022,11-07-2023 14:03
366,U0122,18-01-2023,West,Electronics,1052.71,Sacramento,55,Basic,,user_43,Inactive,16.1,S026,08-01-2023 17:01
367,U0117,07-03-2023,North,Food,634.71,Denver,20,Basic,user251@example.com,user_247,Inactive,93.83,S023,23-01-2023 10:15
368,U0023,12-02-2023,West,Sports,1248.98,San Francisco,48,Free,user127@example.com,user_243,Active,366.07,S019,19-07-2023 19:20
369,U0141,03-11-2023,North,Clothing,840.23,Los Angeles,68,Premium,user111@example.com,user_297,Active,392.04,S002,23-09-2023 19:32
370,U0124,03-03-2023,North,Clothing,346.65,Oakland,,Basic,user233@example.com,user_296,Unknown,65.82,S025,15-12-2023 17:22
371,U0010,24-11-2023,East,Food,1182.78,Portland,45,Free,user130@example.com,user_11,,64.15,S003,12-07-2023 17:36
372,U0061,29-01-2023,West,Sports,1947.98,Seattle,33,Basic,user33@example.com,user_292,Pending,14.48,S017,04-03-2023 12:21
373,U0078,10-05-2023,West,Sports,1577.28,Los Angeles,55,Free,user101@example.com,user_66,,39.61,S012,08-09-2023 09:00
374,U0011,29-07-2023,West,Clothing,396.74,San Francisco,36,Free,user25@example.com,user_89,Pending,497.74,S012,28-09-2023 09:04
375,U0015,22-03-2023,West,Food,496.24,Denver,32,Basic,user34@example.com,user_129,Inactive,261.1,S003,25-12-2023 07:59
376,U0113,26-11-2023,East,Food,544.09,Los Angeles,25,Premium,user66@example.com,user_294,Active,360.79,S006,27-07-2023 00:24
377,U0011,28-06-2023,West,Clothing,1155.58,Los Angeles,65,Basic,user289@example.com,user_49,Active,225.25,S001,04-03-2023 13:41
378,U0122,09-12-2023,North,Electronics,37.11,Los Angeles,21,,user278@example.com,user_243,Inactive,19.5,S013,03-12-2023 06:42
379,U0006,10-11-2023,West,Food,635.1,Oakland,,Basic,user216@example.com,user_112,Active,445.06,S017,26-09-2023 02:06
380,U0114,30-04-2023,East,Sports,1338.81,Los Angeles,32,Basic,user133@example.com,user_250,,428.42,S014,08-05-2023 08:14
381,U0101,05-11-2023,West,Electronics,930.41,Los Angeles,43,Basic,,user_200,Pending,162.92,S007,20-12-2023 02:07
382,U0073,03-09-2023,West,Food,1785.62,Sacramento,59,Premium,user237@example.com,user_57,Inactive,390.15,S007,26-12-2023 09:37
383,U0003,17-06-2023,West,Electronics,1650.62,Los Angeles,33,Basic,user256@example.com,user_55,Active,91.97,S006,22-08-2023 05:43
384,U0137,03-05-2023,South,Sports,,Seattle,53,Basic,user70@example.com,user_25,Active,,S017,18-04-2023 09:10
385,U0028,02-02-2023,South,Clothing,756.24,Phoenix,20,Premium,user202@example.com,user_121,Active,464.59,S010,23-08-2023 17:27
386,U0055,25-04-2023,West,Sports,101.48,Los Angeles,32,Basic,user224@example.com,user_132,Pending,474.5,S007,27-03-2023 17:24
387,U0114,08-04-2023,East,Clothing,1963.13,Denver,59,Basic,user228@example.com,user_260,Active,20.44,S007,26-04-2023 18:58
388,U0133,11-12-2023,North,Sports,484.81,San Francisco,47,Premium,user16@example.com,user_224,Active,25.94,S010,09-03-2023 21:16
389,U0106,15-04-2023,West,Books,995.3,San Francisco,29,Basic,user32@example.com,user_11,Active,11.9,S008,23-03-2023 07:08
390,U0004,13-07-2023,North,Sports,1125.18,Los Angeles,,Basic,user223@example.com,user_259,Pending,292.52,S017,16-12-2023 00:39
391,U0094,17-10-2023,North,Food,1062.28,Seattle,37,Basic,user182@example.com,user_57,Active,11.54,S027,12-06-2023 17:24
392,U0061,17-04-2023,East,Electronics,505.44,Los Angeles,38,,,user_238,Inactive,65.77,S015,25-11-2023 02:55
393,U0130,18-02-2023,West,Electronics,892.14,Seattle,56,Premium,user120@example.com,user_4,Active,345.78,S022,18-08-2023 22:51
394,U0060,18-09-2023,West,Books,461.03,San Francisco,61,Basic,user64@example.com,user_157,,175.39,S006,10-01-2023 14:27
395,U0029,08-01-2023,West,Electronics,1614.64,Seattle,29,,user223@example.com,user_78,Active,280.94,S028,14-08-2023 19:58
396,U0087,31-12-2023,East,Clothing,1343.16,Seattle,45,Free,user87@example.com,user_141,Active,411.53,S007,22-05-2023 17:33
397,U0003,31-07-2023,South,Sports,1426.26,San Francisco,33,Free,user4@example.com,user_12,Pending,492.65,S018,25-05-2023 20:03
398,U0118,18-07-2023,West,Sports,266.95,Oakland,21,Basic,user1@example.com,user_167,Active,50.69,S018,11-02-2023 17:22
399,U0073,23-09-2023,West,Food,424.46,Seattle,65,Free,user279@example.com,user_86,Unknown,171.45,S010,05-02-2023 02:04
400,U0079,04-05-2023,East,Food,789.9,Los Angeles,48,Premium,user77@example.com,user_14,Active,33.32,S017,21-06-2023 09:25
401,U0034,24-02-2023,South,Food,1304.59,Seattle,37,Free,,user_89,Pending,133.51,S014,18-08-2023 13:46
402,U0082,06-05-2023,North,Electronics,1860.87,Los Angeles,56,Premium,user226@example.com,user_81,Active,465.42,S018,16-11-2023 23:54
403,U0131,08-02-2023,South,Sports,1320.65,San Francisco,59,Premium,user114@example.com,,Pending,292.07,S026,13-04-2023 05:17
404,U0064,28-06-2023,East,Sports,515.45,Phoenix,54,Basic,user283@example.com,user_111,Inactive,209.65,S022,15-05-2023 16:18
405,U0087,17-07-2023,West,Food,622.33,Portland,37,Basic,user34@example.com,user_198,Active,372.28,S020,11-07-2023 10:27
406,U0107,25-12-2023,West,Food,1453.33,Los Angeles,30,Premium,user165@example.com,,,2.06,S026,11-08-2023 13:47
407,U0004,19-12-2023,West,Food,1183.64,Los Angeles,63,Free,user219@example.com,user_280,Inactive,240.13,S028,26-11-2023 03:57
408,U0061,25-07-2023,West,Sports,328.8,Los Angeles,23,Premium,user47@example.com,user_150,Pending,412.22,S028,11-04-2023 04:35
409,U0010,18-03-2023,West,Sports,1718.54,Portland,69,Premium,user233@example.com,user_298,Inactive,107.07,S018,28-01-2023 04:44
410,U0048,19-04-2023,East,Sports,1362.38,Los Angeles,57,Premium,user202@example.com,user_145,Active,218.84,S002,21-09-2023 03:54
411,U0049,12-08-2023,North,Sports,1925.51,Seattle,36,Premium,user293@example.com,,Pending,204.79,S029,26-11-2023 19:20
412,U0009,06-11-2023,West,Sports,184.72,Phoenix,28,Free,user37@example.com,user_198,Pending,491.93,S016,23-04-2023 21:37
413,U0112,05-11-2023,West,Clothing,1654.47,Tucson,62,Premium,user234@example.com,user_11,Active,287.59,S018,21-04-2023 13:10
414,U0041,15-06-2023,East,Books,241.35,Seattle,26,Free,user248@example.com,user_117,Pending,375.07,S015,07-12-2023 12:17
415,U0095,17-12-2023,West,Food,1793.08,Seattle,49,Basic,user157@example.com,user_81,,281.41,S003,21-01-2023 20:38
416,U0128,24-03-2023,West,Sports,771.52,Seattle,39,Basic,user165@example.com,user_152,Unknown,38.66,S003,22-02-2023 17:20
417,U0090,08-01-2023,West,Books,43.63,Los Angeles,18,Free,user264@example.com,user_219,Active,331.8,S024,13-02-2023 06:53
418,U0025,30-06-2023,West,Clothing,1813.36,Los Angeles,25,Premium,user273@example.com,user_153,Active,90.33,S027,12-10-2023 13:41
419,U0131,05-06-2023,North,Food,1383.09,San Francisco,17,,user239@example.com,user_107,Active,161.88,S022,26-09-2023 21:58
