product_id,price,category,status,amount,region,priority,user_id,old_name,base_price,order_date
P1285,2755.98,Furniture,Cancelled,8267.94,North,Low,U75803,Bob Brown,2755.98,2025-04-26
P1286,147.31,Toys,Completed,589.24,West,Medium,U50723,Kevin Johnson,147.31,2025-09-15
P1287,769.39,Electronics,Cancelled,2308.17,South,Medium,U74665,Grace Young,769.39,2025-04-05
P1288,1868.18,Electronics,Pending,1868.18,East,Low,U11257,Kevin Smith,1868.18,2025-11-13
P1289,371.66,Sports,Completed,1114.98,South,Low,U65026,Paula Smith,371.66,2025-03-23
P1290,11.12,Groceries,Refunded,22.24,East,Medium,U21128,Steve Johnson,11.12,2025-09-05
P1291,50.1,Books,Completed,50.1,West,Low,U41034,Julia Anderson,50.1,2025-06-26
P1292,2132.1,Furniture,Cancelled,6396.3,West,Medium,U36569,Eva King,2132.1,2025-02-05
P1293,370.53,Electronics,Cancelled,1482.12,West,High,U37215,Oscar Anderson,370.53,2025-08-09
P1294,68.76,Sports,Cancelled,137.52,North,High,U52964,Eva Johnson,68.76,2025-12-08
P1295,40.83,Groceries,Cancelled,40.83,East,High,,Mike Walker,40.83,2025-09-24
P1296,41.23,Toys,Completed,164.92,South,High,,Hannah Brown,41.23,2025-04-27
P1297,1179.5,Furniture,Cancelled,1179.5,North,High,U35919,Oscar Brown,1179.5,2025-02-28
P1298,406.35,Sports,Completed,406.35,West,High,U85220,Nina Lewis,406.35,2025-08-01
P1299,2081.32,Furniture,Cancelled,4162.64,South,High,U68459,Eva Smith,2081.32,2025-10-20
P1300,40.64,Toys,Refunded,121.92,West,Low,U21497,Ivan Lewis,40.64,2025-03-14
P1301,132.1,Clothing,Pending,660.5,North,Medium,U57069,Paula Young,132.1,2025-08-12
P1302,77.85,Toys,Cancelled,311.4,South,High,U38707,Alice Anderson,77.85,2025-01-26
P1303,1635.35,Furniture,Pending,8176.75,South,High,U41608,Ivan Young,1635.35,2025-12-02
P1304,498.23,Sports,Refunded,996.46,East,High,U87662,Kevin Clark,498.23,2025-10-01
P1305,43.53,Books,Pending,217.65,South,Medium,U33010,Paula Smith,43.53,2025-02-02
P1306,124.32,Clothing,Refunded,124.32,North,Medium,U36406,Eva Clark,124.32,2025-12-06
P1307,423.7,Sports,Completed,1271.1,North,High,U28566,David Young,423.7,2025-06-03
P1308,71.04,Groceries,Completed,284.16,East,Medium,U30644,Nina Walker,71.04,2025-11-11
P1309,144.36,Clothing,Cancelled,721.8,South,Low,U32983,Mike Anderson,144.36,2025-12-23
P1310,14.48,Groceries,Refunded,14.48,North,High,U90134,Hannah King,14.48,2025-02-16
P1311,72.92,Clothing,Pending,72.92,East,Medium,U21629,Kevin Walker,72.92,2025-01-09
P1312,57.41,Clothing,Cancelled,57.41,East,High,U16310,Mike Walker,57.41,2025-12-14
P1313,178.06,Clothing,Refunded,712.24,East,Low,U72847,Steve Taylor,178.06,2025-03-15
P1314,1608.43,Electronics,Cancelled,1608.43,North,Medium,U23726,Charlie Clark,1608.43,2025-03-13
P1315,149.08,Clothing,Completed,745.4,East,Low,U73273,Alice Lewis,149.08,2025-11-06
P1316,134.01,Toys,Completed,268.02,North,Medium,U34901,Nina Young,134.01,2025-12-24
P1317,43.46,Toys,Cancelled,130.38,South,High,,Steve Young,43.46,2025-08-05
P1318,753.62,Electronics,Completed,3014.48,East,Low,U72957,Grace Johnson,753.62,2025-01-07
P1319,131.26,Clothing,Refunded,131.26,North,Medium,U71727,Paula Anderson,131.26,2025-02-21
P1320,61.19,Toys,Refunded,183.57,East,High,U44510,Oscar Walker,61.19,2025-05-08
P1321,141.6,Sports,Pending,141.6,North,High,U80968,Nina King,141.6,2025-04-18
P1322,1689.55,Electronics,Refunded,8447.75,West,Low,U72424,Julia Johnson,1689.55,2025-07-28
P1323,6.91,Books,Pending,34.55,North,Medium,U31910,Grace Taylor,6.91,2025-03-02
P1324,327.27,Furniture,Pending,1309.08,South,Low,U18783,Charlie Lewis,327.27,2025-09-13
P1325,52.29,Toys,Refunded,156.87,North,Low,U78493,Nina Johnson,52.29,2025-07-05
P1326,117.65,Clothing,Completed,588.25,North,Low,U47498,Rachel Clark,117.65,2025-07-09
P1327,1998.88,Furniture,Refunded,9994.4,North,High,U28855,Tina King,1998.88,2025-11-23
P1328,212.47,Furniture,Pending,637.41,North,Low,U45203,Laura Smith,212.47,2025-06-27
P1329,158.5,Sports,Refunded,475.5,North,High,U68079,Kevin Anderson,158.5,2025-12-14
P1330,98.61,Toys,Refunded,197.22,South,Medium,U77698,Laura Smith,98.61,2025-09-26
P1331,22.47,Clothing,Refunded,112.35,South,Low,U13794,Frank Taylor,22.47,2025-04-27
P1332,536.51,Electronics,Completed,2146.04,East,Low,U58280,Oscar Young,536.51,2025-07-21
P1333,1378.29,Electronics,Cancelled,2756.58,West,Low,U72204,Steve Young,1378.29,2025-06-12
P1334,169.15,Clothing,Completed,507.45,East,High,U31352,Steve Taylor,169.15,2025-04-21
P1335,138.76,Clothing,Refunded,416.28,North,Low,,Eva Brown,138.76,2025-10-26
P1336,486.35,Electronics,Cancelled,2431.75,East,Medium,U55706,Oscar Anderson,486.35,2025-04-15
P1337,68.37,Groceries,Refunded,341.85,North,High,U96816,Laura Young,68.37,2025-11-20
P1338,45.99,Toys,Refunded,45.99,North,Medium,U93964,Kevin Anderson,45.99,2025-05-21
P1339,57.37,Books,Pending,172.11,South,Low,U17441,Tina Lewis,57.37,2025-11-11
P1340,12.7,Books,Refunded,12.7,East,Medium,U63031,Mike Smith,12.7,2025-10-23
P1341,123.32,Toys,Pending,369.96,West,Low,U49347,Frank Young,123.32,2025-03-10
P1342,968.02,Electronics,Pending,2904.06,East,Low,U56567,Hannah Anderson,968.02,2025-07-26
P1343,38.42,Groceries,Cancelled,192.1,West,High,U93151,Steve King,38.42,2025-10-03
P1344,2679.34,Furniture,Completed,13396.7,West,Low,U17086,Eva Brown,2679.34,2025-04-11
P1345,2962.86,Furniture,Pending,11851.44,East,Low,U20592,Paula Clark,2962.86,2025-11-06
P1346,64.18,Groceries,Refunded,64.18,East,High,U32099,Steve Brown,64.18,2025-08-26
P1347,392.08,Sports,Refunded,784.16,West,Medium,U72573,Mike Smith,392.08,2025-01-18
P1348,148.83,Clothing,Cancelled,148.83,South,High,U92141,Hannah Taylor,148.83,2025-12-12
P1349,14.64,Groceries,Cancelled,58.56,South,High,U49085,Julia Walker,14.64,2025-12-17
P1350,81.0,Toys,Pending,324.0,East,Medium,U34697,Frank Lewis,81.0,2025-01-08
P1351,148.16,Clothing,Pending,296.32,North,Low,U26143,Laura Smith,148.16,2025-07-21
P1352,77.58,Groceries,Completed,387.9,North,Low,U12587,Bob Johnson,77.58,2025-07-15
P1353,458.43,Furniture,Refunded,1375.29,South,High,U92616,Alice Anderson,458.43,2025-07-22
P1354,1341.84,Electronics,Pending,4025.52,West,High,U90962,David Anderson,1341.84,2025-02-26
P1355,1020.59,Electronics,Pending,5102.95,East,Low,U56913,Nina Anderson,1020.59,2025-03-02
P1356,76.97,Toys,Refunded,153.94,East,High,,Charlie Johnson,76.97,2025-10-22
P1357,532.52,Furniture,Completed,532.52,North,Medium,U69867,Julia Anderson,532.52,2025-08-02
P1358,1635.7,Electronics,Cancelled,1635.7,East,Low,U25191,David Smith,1635.7,2025-01-28
P1359,136.04,Clothing,Cancelled,272.08,East,Medium,U45167,Charlie Clark,136.04,2025-06-06
P1360,831.52,Electronics,Cancelled,3326.08,West,Low,U65278,Frank Johnson,831.52,2025-03-23
P1361,8.23,Books,Completed,16.46,West,Low,U84572,Oscar Brown,8.23,2025-10-13
P1362,185.71,Sports,Pending,185.71,West,Medium,U63907,Oscar Smith,185.71,2025-02-09
P1363,22.28,Books,Pending,111.4,East,Low,U91033,David Lewis,22.28,2025-11-24
P1364,101.57,Clothing,Pending,406.28,North,High,U30568,Quinn Walker,101.57,2025-08-28
P1365,24.22,Clothing,Cancelled,96.88,South,Medium,U16599,Quinn Taylor,24.22,2025-09-21
P1366,1269.5,Furniture,Completed,2539.0,West,Medium,U68733,Charlie Walker,1269.5,2025-08-11
P1367,1962.31,Electronics,Completed,1962.31,West,Medium,,Rachel Smith,1962.31,2025-02-26
P1368,144.66,Toys,Pending,433.98,West,Medium,U17113,Hannah Walker,144.66,2025-06-18
P1369,313.68,Sports,Cancelled,1254.72,West,High,U96364,Hannah Smith,313.68,2025-06-12
P1370,320.49,Sports,Cancelled,961.47,North,High,U74542,Eva Lewis,320.49,2025-02-09
P1371,33.41,Toys,Refunded,33.41,South,Medium,U34979,Kevin Johnson,33.41,2025-07-02
P1372,51.06,Books,Completed,255.3,West,Medium,U76086,Eva Walker,51.06,2025-01-17
P1373,7.67,Books,Refunded,30.68,South,Low,U26827,David Lewis,7.67,2025-11-20
P1374,132.99,Toys,Refunded,664.95,West,Low,U42537,Ivan Lewis,132.99,2025-06-10
P1375,2433.91,Furniture,Refunded,4867.82,East,Low,U51144,Rachel Taylor,2433.91,2025-04-07
P1376,108.59,Toys,Pending,325.77,South,Low,U93476,Kevin Johnson,108.59,2025-06-18
P1377,1790.14,Furniture,Cancelled,7160.56,West,High,U13312,Mike Brown,1790.14,2025-01-22
P1378,439.81,Electronics,Cancelled,879.62,East,High,U48684,Grace Young,439.81,2025-01-12
P1379,231.77,Sports,Pending,1158.85,West,High,U47701,Bob Lewis,231.77,2025-07-14
P1380,488.15,Sports,Completed,1464.45,North,Low,U91338,Oscar Taylor,488.15,2025-11-23
P1381,40.62,Books,Pending,203.1,South,Medium,U99477,Charlie Brown,40.62,2025-03-24
P1382,22.31,Toys,Refunded,22.31,East,Low,U31093,Steve Anderson,22.31,2025-01-11
P1383,2158.1,Furniture,Completed,4316.2,South,Medium,U91968,Tina Anderson,2158.1,2025-08-26
P1384,84.77,Toys,Cancelled,84.77,South,High,U76209,Frank Lewis,84.77,2025-09-18
P1385,366.64,Furniture,Pending,733.28,East,Medium,U38632,Tina Young,366.64,2025-08-18
P1386,378.55,Sports,Completed,378.55,East,Medium,U94182,Tina King,378.55,2025-04-02
P1387,53.71,Books,Completed,214.84,West,Medium,U47070,Alice Young,53.71,2025-06-17
P1388,259.28,Sports,Completed,1037.12,East,Low,U77357,Charlie Johnson,259.28,2025-03-25
P1389,82.31,Toys,Pending,82.31,South,Low,U23621,Grace Young,82.31,2025-12-24
P1390,223.27,Sports,Pending,223.27,North,Medium,U14965,Charlie Johnson,223.27,2025-01-06
P1391,133.43,Sports,Pending,133.43,East,Medium,U92603,Mike Lewis,133.43,2025-06-01
P1392,2052.57,Furniture,Completed,10262.85,North,Low,U19514,Laura Young,2052.57,2025-02-10
P1393,346.08,Sports,Completed,1730.4,East,Medium,U96602,Alice Walker,346.08,2025-03-18
P1394,35.91,Clothing,Cancelled,143.64,South,Medium,U94926,Laura Smith,35.91,2025-09-28
P1395,25.5,Toys,Completed,25.5,West,Low,U21157,Julia Taylor,25.5,2025-12-24
P1396,23.91,Books,Pending,95.64,South,High,U43127,Grace Johnson,23.91,2025-03-22
P1397,287.97,Sports,Refunded,287.97,North,Medium,U42858,David Taylor,287.97,2025-12-19
P1398,2859.47,Furniture,Pending,8578.41,South,High,U19149,Grace Clark,2859.47,2025-08-15
P1399,62.4,Groceries,Pending,187.2,East,Medium,U32103,Alice Clark,62.4,2025-04-26
P1400,145.32,Clothing,Cancelled,581.28,East,High,U53458,Paula Walker,145.32,2025-08-12
P1401,159.68,Sports,Completed,798.4,South,Low,U46780,Eva Young,159.68,2025-04-09
P1402,53.75,Books,Completed,53.75,North,Low,U86269,Steve Lewis,53.75,2025-10-07
P1403,1125.61,Electronics,Refunded,5628.05,South,Medium,U87280,Julia Brown,1125.61,2025-08-17
P1404,18.13,Toys,Completed,54.39,South,Low,U77388,Eva Walker,18.13,2025-03-06
P1405,142.56,Toys,Refunded,285.12,East,High,U73916,Hannah Johnson,142.56,2025-05-12
P1406,18.13,Clothing,Cancelled,36.26,West,Medium,U16086,Bob Clark,18.13,2025-02-23
P1407,96.87,Toys,Cancelled,290.61,South,Medium,U57880,Steve Johnson,96.87,2025-09-09
P1408,2920.75,Furniture,Refunded,5841.5,East,Medium,U73191,Tina Smith,2920.75,2025-09-05
P1409,580.26,Furniture,Cancelled,580.26,South,High,U57477,Tina Johnson,580.26,2025-11-08
P1410,2452.4,Furniture,Refunded,2452.4,West,Medium,U31134,Nina Smith,2452.4,2025-04-02
P1411,118.96,Clothing,Pending,237.92,North,Low,U31802,Ivan Brown,118.96,2025-09-13
P1412,145.54,Toys,Cancelled,145.54,North,High,U71789,Paula Brown,145.54,2025-04-27
P1413,1842.43,Furniture,Pending,9212.15,East,High,U54914,Oscar King,1842.43,2025-10-03
P1414,81.86,Clothing,Completed,163.72,North,High,U76107,Nina Brown,81.86,2025-10-04
P1415,100.42,Clothing,Completed,502.1,North,High,U27082,Tina Young,100.42,2025-01-25
P1416,40.71,Books,Refunded,203.55,East,High,U66224,Hannah Walker,40.71,2025-07-12
P1417,121.67,Toys,Completed,608.35,West,High,U40475,Charlie Anderson,121.67,2025-10-18
P1418,847.63,Furniture,Completed,847.63,North,Low,,Grace Clark,847.63,2025-07-12
P1419,351.82,Electronics,Cancelled,1759.1,East,Low,U57925,Tina Anderson,351.82,2025-11-13
P1420,109.81,Sports,Refunded,549.05,South,Medium,U73407,Ivan Anderson,109.81,2025-10-12
P1421,355.69,Sports,Completed,711.38,South,Medium,U31206,David Taylor,355.69,2025-09-13
P1422,175.83,Sports,Completed,879.15,South,Medium,U10693,Charlie Brown,175.83,2025-08-20
P1423,355.61,Furniture,Pending,1066.83,East,High,U60374,Mike King,355.61,2025-11-17
P1424,71.74,Groceries,Completed,358.7,South,Low,U11403,Grace Young,71.74,2025-05-07
P1425,1578.72,Electronics,Pending,7893.6,South,Low,,Hannah Smith,1578.72,2025-03-03
P1426,78.41,Groceries,Refunded,235.23,West,Low,U12014,Charlie Johnson,78.41,2025-09-10
P1427,50.64,Books,Cancelled,253.2,East,Medium,U35496,Oscar Lewis,50.64,2025-10-01
P1428,19.15,Groceries,Completed,95.75,North,Low,U25336,Quinn Anderson,19.15,2025-09-27
P1429,291.7,Sports,Refunded,1166.8,West,High,U70142,Oscar King,291.7,2025-01-16
P1430,552.75,Electronics,Pending,2211.0,South,Medium,U56281,Quinn Young,552.75,2025-01-23
P1431,139.04,Sports,Completed,417.12,West,Low,U54825,Charlie Young,139.04,2025-03-16
P1432,36.65,Groceries,Cancelled,183.25,South,Low,U34925,Paula Taylor,36.65,2025-04-24
P1433,175.82,Clothing,Pending,351.64,South,High,U56665,Eva Johnson,175.82,2025-02-03
P1434,57.57,Books,Completed,230.28,North,Medium,U51342,Paula King,57.57,2025-05-16
P1435,197.03,Clothing,Cancelled,985.15,West,High,U26809,Bob Young,197.03,2025-07-16
P1436,9.72,Toys,Refunded,29.16,South,Medium,U77922,Oscar Clark,9.72,2025-12-01
P1437,1364.5,Electronics,Completed,5458.0,East,Medium,U44039,Frank Young,1364.5,2025-05-08
P1438,48.19,Groceries,Cancelled,240.95,East,High,U37594,Nina Clark,48.19,2025-06-28
P1439,910.93,Furniture,Pending,1821.86,South,High,U40907,Rachel Lewis,910.93,2025-07-07
P1440,162.01,Clothing,Refunded,324.02,North,High,U27625,Quinn Young,162.01,2025-12-11
P1441,248.44,Sports,Completed,745.32,West,High,U17869,Grace Anderson,248.44,2025-08-27
P1442,10.3,Books,Cancelled,30.9,East,Medium,U43779,Laura Smith,10.3,2025-07-04
P1443,87.0,Groceries,Pending,435.0,South,Medium,U98236,Quinn Walker,87.0,2025-12-15
P1444,793.09,Electronics,Refunded,2379.27,South,High,U54222,Nina King,793.09,2025-10-13
P1445,454.47,Sports,Pending,454.47,East,High,U95591,Julia Anderson,454.47,2025-10-21
P1446,886.62,Furniture,Cancelled,3546.48,West,Medium,U13027,Eva Taylor,886.62,2025-11-09
P1447,43.54,Books,Pending,43.54,South,Medium,U18361,Paula Young,43.54,2025-01-01
P1448,204.54,Sports,Completed,204.54,East,Low,U95830,Mike Anderson,204.54,2025-04-08
P1449,20.63,Books,Pending,41.26,South,High,,Laura Clark,20.63,2025-08-15
P1450,274.89,Sports,Refunded,824.67,South,Low,U87441,Tina Walker,274.89,2025-11-24
P1451,53.25,Books,Cancelled,213.0,East,Medium,U21738,Oscar Anderson,53.25,2025-06-14
P1452,17.26,Groceries,Completed,17.26,South,Medium,U80136,Alice Walker,17.26,2025-08-10
P1453,1543.44,Electronics,Pending,4630.32,North,Low,U63967,Rachel Lewis,1543.44,2025-07-08
P1454,145.84,Clothing,Refunded,583.36,South,Medium,U91962,Hannah Young,145.84,2025-10-26
P1455,42.66,Books,Cancelled,127.98,West,High,U33908,Eva Anderson,42.66,2025-02-21
P1456,1891.42,Furniture,Refunded,5674.26,South,Medium,,Bob Young,1891.42,2025-01-06
P1457,600.12,Electronics,Refunded,1200.24,North,High,U11930,Paula Taylor,600.12,2025-06-14
P1458,79.0,Groceries,Cancelled,316.0,West,Low,U53286,Charlie Brown,79.0,2025-01-09
P1459,202.29,Sports,Refunded,1011.45,South,High,U42778,Mike Smith,202.29,2025-02-25
P1460,18.69,Books,Pending,74.76,North,High,U22315,Quinn Taylor,18.69,2025-08-13
P1461,57.87,Books,Pending,173.61,North,Low,U78278,David Anderson,57.87,2025-08-21
P1462,21.47,Groceries,Pending,21.47,North,High,U52534,Alice Brown,21.47,2025-05-19
P1463,821.83,Electronics,Completed,1643.66,North,Low,U72294,Tina Brown,821.83,2025-06-25
P1464,535.01,Electronics,Completed,2140.04,East,Low,U56598,Eva Young,535.01,2025-02-05
P1465,774.76,Furniture,Cancelled,3873.8,West,Low,U59514,Laura Brown,774.76,2025-05-02
P1466,2149.22,Furniture,Cancelled,10746.1,West,High,U81253,Laura Clark,2149.22,2025-12-15
P1467,87.03,Groceries,Pending,435.15,North,Low,U48754,Ivan Young,87.03,2025-06-15
P1468,1563.04,Electronics,Refunded,7815.2,South,High,U57720,Tina Taylor,1563.04,2025-06-24
P1469,1333.66,Electronics,Refunded,6668.3,South,Low,U82281,Eva King,1333.66,2025-05-11
P1470,1958.62,Furniture,Completed,1958.62,North,High,U27009,Frank Smith,1958.62,2025-04-04
P1471,655.69,Furniture,Refunded,655.69,West,Low,U87371,Ivan Smith,655.69,2025-06-08
P1472,109.09,Toys,Pending,109.09,West,High,U93744,Bob Clark,109.09,2025-09-24
P1473,2483.88,Furniture,Cancelled,2483.88,North,Low,U49833,Charlie Taylor,2483.88,2025-09-04
P1474,1464.09,Electronics,Refunded,7320.45,South,High,U42605,Steve Brown,1464.09,2025-09-24
P1475,65.2,Toys,Cancelled,65.2,West,Low,U23644,Frank Brown,65.2,2025-09-13
P1476,53.94,Toys,Refunded,107.88,East,Medium,U52553,Laura Lewis,53.94,2025-11-14
P1477,365.68,Sports,Pending,1828.4,South,Medium,U43303,Laura Walker,365.68,2025-08-13
P1478,1466.31,Electronics,Completed,4398.93,South,Medium,,Hannah Taylor,1466.31,2025-06-01
P1479,412.75,Sports,Pending,1238.25,North,High,U30461,Eva Anderson,412.75,2025-06-19
P1480,54.27,Clothing,Completed,162.81,West,Low,U20118,Kevin Walker,54.27,2025-03-16
P1481,450.52,Sports,Completed,2252.6,East,High,U85534,Mike Johnson,450.52,2025-01-25
P1482,36.1,Groceries,Refunded,144.4,North,High,U88944,Alice Lewis,36.1,2025-01-10
P1483,10.97,Toys,Pending,54.85,East,Low,U30079,Bob Lewis,10.97,2025-08-25
P1484,88.41,Toys,Pending,88.41,West,Medium,U29400,Eva Clark,88.41,2025-02-16
P1485,113.07,Toys,Refunded,565.35,East,High,U66949,Eva Brown,113.07,2025-08-18
P1486,102.69,Clothing,Pending,513.45,South,High,U66369,Kevin King,102.69,2025-02-04
P1487,27.75,Books,Cancelled,83.25,South,Medium,U95905,Alice Anderson,27.75,2025-03-12
P1488,124.13,Toys,Pending,496.52,West,High,U40603,Grace Clark,124.13,2025-03-25
P1489,51.9,Books,Completed,51.9,South,Low,U47707,Alice Clark,51.9,2025-12-26
P1490,644.98,Electronics,Completed,2579.92,East,High,U37770,Grace Young,644.98,2025-09-25
P1491,55.78,Groceries,Pending,278.9,North,Medium,U96969,Quinn Smith,55.78,2025-05-06
P1492,603.83,Electronics,Cancelled,3019.15,North,Medium,U11092,Charlie Lewis,603.83,2025-11-09
P1493,51.86,Books,Completed,155.58,North,Medium,U95119,Mike Taylor,51.86,2025-07-17
P1494,10.48,Books,Refunded,31.44,North,High,U70029,Rachel Smith,10.48,2025-01-08
P1495,49.21,Toys,Refunded,196.84,South,High,U56125,Laura Anderson,49.21,2025-04-17
P1496,81.57,Groceries,Refunded,244.71,North,Low,U39567,Eva Clark,81.57,2025-07-22
P1497,26.68,Clothing,Pending,106.72,West,High,U65897,Julia King,26.68,2025-06-15
P1498,24.11,Toys,Pending,48.22,South,Medium,U78656,Eva Lewis,24.11,2025-03-21
P1499,137.98,Toys,Completed,413.94,North,High,U29073,Alice Clark,137.98,2025-07-14
P1500,45.41,Groceries,Pending,136.23,South,High,U13433,Tina King,45.41,2025-05-20
P1501,93.79,Toys,Pending,468.95,South,Low,,Charlie Walker,93.79,2025-03-17
P1502,306.31,Sports,Pending,918.93,West,Medium,U31467,Grace Taylor,306.31,2025-01-14
P1503,484.72,Sports,Refunded,1454.16,South,Low,U36585,Grace Johnson,484.72,2025-03-15
P1504,312.36,Sports,Refunded,937.08,South,Medium,U15482,Tina Lewis,312.36,2025-12-11
P1505,1873.36,Furniture,Completed,9366.8,North,Medium,U15559,Hannah Young,1873.36,2025-09-13
P1506,7.16,Books,Completed,28.64,South,Medium,U49918,Julia Walker,7.16,2025-03-14
P1507,62.09,Groceries,Pending,62.09,West,Low,U75622,David Brown,62.09,2025-10-23
P1508,24.62,Toys,Cancelled,98.48,West,High,U87373,Grace Walker,24.62,2025-02-09
P1509,69.79,Groceries,Completed,139.58,North,High,U93109,Laura Johnson,69.79,2025-09-23
P1510,2207.93,Furniture,Pending,11039.65,West,Low,U32398,Kevin King,2207.93,2025-11-28
P1511,40.8,Clothing,Pending,81.6,North,Medium,U68491,Julia Brown,40.8,2025-02-05
P1512,10.67,Clothing,Completed,32.01,West,Medium,U81237,Alice King,10.67,2025-08-08
P1513,121.88,Clothing,Refunded,487.52,West,Medium,U88656,Alice Taylor,121.88,2025-09-09
P1514,96.15,Toys,Completed,192.3,South,High,U55746,Bob Brown,96.15,2025-01-22
P1515,126.51,Toys,Cancelled,379.53,North,High,U33363,Frank Anderson,126.51,2025-10-22
P1516,43.49,Books,Pending,217.45,West,Low,U14697,Charlie Anderson,43.49,2025-06-12
P1517,2478.77,Furniture,Completed,9915.08,East,Medium,U45968,Kevin Young,2478.77,2025-07-17
P1518,142.21,Clothing,Completed,711.05,North,Low,U92441,Quinn Johnson,142.21,2025-08-24
P1519,38.26,Books,Refunded,114.78,East,Medium,U91689,Laura Brown,38.26,2025-10-19
P1520,1607.15,Furniture,Refunded,6428.6,South,Low,U48074,Grace Smith,1607.15,2025-02-01
P1521,1913.84,Furniture,Pending,1913.84,West,Medium,,Laura Young,1913.84,2025-11-07
P1522,1299.21,Electronics,Cancelled,3897.63,North,Medium,U82088,Kevin Smith,1299.21,2025-02-22
P1523,35.45,Groceries,Completed,177.25,South,High,U54294,Paula Walker,35.45,2025-01-21
P1524,101.48,Clothing,Cancelled,405.92,West,Medium,U17342,Quinn Anderson,101.48,2025-10-24
P1525,22.35,Books,Completed,111.75,South,Low,U56346,Charlie Brown,22.35,2025-05-27
P1526,711.35,Electronics,Pending,2845.4,West,High,U50407,Kevin Smith,711.35,2025-05-14
P1527,1019.26,Electronics,Cancelled,2038.52,West,Medium,U49625,Frank Johnson,1019.26,2025-06-26
P1528,1566.69,Electronics,Refunded,1566.69,North,Medium,U30195,Grace Clark,1566.69,2025-08-24
P1529,266.58,Sports,Pending,799.74,North,Low,U27395,Grace Smith,266.58,2025-08-13
P1530,52.56,Books,Completed,52.56,East,High,U87894,Charlie Clark,52.56,2025-08-02
P1531,1065.13,Electronics,Completed,3195.39,East,Low,U52058,Grace Taylor,1065.13,2025-05-09
P1532,51.28,Toys,Completed,205.12,East,High,U25002,Alice King,51.28,2025-09-17
P1533,452.83,Electronics,Cancelled,1358.49,East,High,U47128,Steve Taylor,452.83,2025-03-03
P1534,62.1,Groceries,Refunded,186.3,North,High,,Bob Johnson,62.1,2025-07-02
P1535,881.61,Electronics,Refunded,1763.22,East,Medium,U35971,Rachel Johnson,881.61,2025-08-19
P1536,27.65,Clothing,Completed,110.6,West,Medium,U71000,Paula Taylor,27.65,2025-04-05
P1537,448.89,Sports,Cancelled,1346.67,West,High,U97186,Kevin Clark,448.89,2025-08-16
P1538,177.46,Electronics,Cancelled,177.46,West,Medium,U46996,Laura King,177.46,2025-10-05
P1539,19.93,Toys,Cancelled,19.93,North,Medium,U62535,Steve Lewis,19.93,2025-04-20
P1540,114.11,Clothing,Refunded,456.44,North,Medium,U87459,Nina Lewis,114.11,2025-10-26
P1541,55.36,Groceries,Pending,110.72,North,Low,U85260,Paula Johnson,55.36,2025-10-20
P1542,1043.6,Furniture,Refunded,1043.6,South,Medium,U19123,Tina Johnson,1043.6,2025-11-27
P1543,116.84,Toys,Cancelled,467.36,West,Low,U21866,Grace Brown,116.84,2025-10-25
P1544,49.54,Books,Pending,99.08,West,Low,U90684,Steve Walker,49.54,2025-04-07
P1545,53.26,Books,Cancelled,159.78,West,Low,U55123,Charlie King,53.26,2025-01-20
P1546,63.61,Toys,Cancelled,127.22,North,Medium,U16963,Alice Young,63.61,2025-06-04
P1547,148.28,Sports,Pending,148.28,West,Low,U91948,Kevin Lewis,148.28,2025-07-13
P1548,1680.84,Furniture,Refunded,3361.68,South,High,U57223,Nina Brown,1680.84,2025-05-28
P1549,11.91,Books,Completed,11.91,North,High,U73792,Nina Brown,11.91,2025-02-05
P1550,49.33,Books,Refunded,197.32,South,Medium,U82358,Oscar Lewis,49.33,2025-06-08
P1551,90.71,Clothing,Refunded,90.71,South,Low,U63849,Rachel King,90.71,2025-06-02
P1552,1157.89,Electronics,Completed,3473.67,West,Low,U78997,Ivan Walker,1157.89,2025-09-03
P1553,134.04,Toys,Pending,134.04,West,Low,U97650,Charlie Young,134.04,2025-10-10
P1554,12.65,Toys,Completed,37.95,West,Medium,U71503,Steve Clark,12.65,2025-07-12
P1555,154.36,Sports,Completed,308.72,East,Low,U44136,Bob Walker,154.36,2025-10-06
P1556,12.48,Toys,Completed,37.44,East,Medium,U76269,Charlie Anderson,12.48,2025-05-05
P1557,45.74,Toys,Completed,137.22,North,Low,U87564,Eva Walker,45.74,2025-06-26
P1558,59.64,Clothing,Refunded,119.28,South,Low,U54937,Charlie Brown,59.64,2025-10-27
P1559,169.15,Clothing,Refunded,676.6,South,Low,U93568,Frank Taylor,169.15,2025-10-24
P1560,179.09,Sports,Completed,537.27,North,High,U72420,Julia Walker,179.09,2025-12-25
P1561,38.88,Toys,Refunded,155.52,East,High,U66981,Alice Anderson,38.88,2025-08-13
P1562,22.36,Books,Completed,111.8,North,Low,U66595,Tina Anderson,22.36,2025-06-09
P1563,80.63,Groceries,Refunded,241.89,West,Low,U98065,Steve Taylor,80.63,2025-09-11
P1564,42.97,Books,Cancelled,85.94,North,Low,,Charlie Smith,42.97,2025-07-04
P1565,20.07,Toys,Cancelled,80.28,South,Low,U35307,Bob Smith,20.07,2025-10-03
P1566,1880.09,Electronics,Completed,3760.18,North,High,U27027,Mike King,1880.09,2025-03-04
P1567,15.13,Books,Refunded,45.39,North,Low,U46226,Nina Clark,15.13,2025-05-06
P1568,46.26,Sports,Refunded,46.26,West,Medium,U43847,Ivan Brown,46.26,2025-08-03
